So'z                 | Chastota (marta)
o'ynaysiz            | 1         
darchalarda          | 1         
systemning           | 1         
bermaydilar          | 1         
yozadilar            | 1         
protsessorgacha      | 1         
paralelligini        | 1         
hujjatlashtirilishi  | 1         
bcd                  | 1         
kodlaridan           | 1         
bcddari              | 1         
tanlashingizga       | 1         
konsepsiyalariga     | 1         
yashashidan          | 1         
hammuallifi          | 1         
bsddan               | 1         
linuxli              | 1         
arxivlarga           | 1         
arxivning            | 1         
gigabaytni           | 1         
sunsite              | 1         
ko'zguli             | 1         
groups               | 1         
ko'piab              | 1         
osw                  | 1         
solaris              | 1         
seksiyalari          | 1         
expoda               | 1         
linuxga              | 1         
stendlari            | 1         
caldera              | 1         
pavilonlariga        | 1         
protokollarida       | 1         
lynx                 | 1         
mosaic               | 1         
sape                 | 1         
kliyentlar           | 1         
servisini            | 1         
versiyadagi          | 1         
infopath             | 1         
sredstva             | 1         
quyidalarni          | 1         
snapshot             | 1         
viewer               | 1         
fakslarni            | 1         
shakllaridagi        | 1         
jamlanishidan        | 1         
interfeyslardan      | 1         
asosidagina          | 1         
hozigi               | 1         
maromdagi            | 1         
texnalogyalarini     | 1         
sohadir              | 1         
noformallashuvi      | 1         
munkin               | 1         
kom'pyuter           | 1         
uslublarining        | 1         
makoninig            | 1         
iqsodiyot            | 1         
muloqatini           | 1         
xammabop             | 1         
qoniqtiruchi         | 1         
pda                  | 1         
organizer            | 1         
chemodanchalar       | 1         
raqobatlashishiga    | 1         
bloknotlar           | 1         
omni                 | 1         
shklarning           | 1         
chemodancha          | 1         
topga                | 1         
bloknotlarning       | 1         
tarmoqiga            | 1         
modemlarga           | 1         
displeylarga         | 1         
pad                  | 1         
manipulyatorlarga    | 1         
kaftdagi             | 1         
dasturlashti         | 1         
rilmaydi             | 1         
birok                | 1         
shkga                | 1         
xisoblash            | 1         
moslamalarning       | 1         
hotiraga             | 1         
mikroprosessorlari   | 1         
ferromagnetik        | 1         
alyuminiyli          | 1         
karamikali           | 1         
qattik               | 1         
vinchesterlarning    | 1         
sohasidir            | 1         
yoqiqligida          | 1         
yuklangunicha        | 1         
o'chirilishidan      | 1         
yuklanishidan        | 1         
xizmlat              | 1         
yurituvchilarning    | 1         
writeable            | 1         
rewriteable          | 1         
kontrolerlar         | 1         
portlarga            | 1         
blokidan             | 1         
tokisiz              | 1         
tokiga               | 1         
kompozitam           | 1         
sifatlidir           | 1         
kompozitlida         | 1         
ecd                  | 1         
enhanced             | 1         
pgs                  | 1         
grafics              | 1         
ski                  | 1         
cristal              | 1         
monitorlardir        | 1         
ekranlarni           | 1         
yoruyutik            | 1         
katodli              | 1         
flyuorescent         | 1         
elektrolyuninescentli | 1         
monitorlarga         | 1         
tiniqroq             | 1         
tuslarini            | 1         
etgirish             | 1         
zararsizroqdir       | 1         
psevdografik         | 1         
piksellardan         | 1         
videonazoratchilar   | 1         
kompozitli           | 1         
etgirishni           | 1         
elektrostatik        | 1         
kuchlanganligida     | 1         
kristallanadi        | 1         
qutblanish           | 1         
koeffitsientlari     | 1         
tuzulish             | 1         
o'tkazuvchan         | 1         
plastina             | 1         
kristallanadigan     | 1         
suyuqdikning         | 1         
tugmalarga           | 1         
to'g'riroqdir        | 1         
bo'yovchi            | 1         
purkagichli          | 1         
kallakda             | 1         
naychalar            | 1         
soplolarga           | 1         
konus                | 1         
naychalarga          | 1         
siyoxning            | 1         
elektrografik        | 1         
apparatlarda         | 1         
sirtida              | 1         
razryadlangan        | 1         
uchastkalarga        | 1         
barabandan           | 1         
qizdirib             | 1         
qotiriladi           | 1         
fotografiyalar       | 1         
skanerlarning        | 1         
tuzulishi            | 1         
oddiydir             | 1         
siljitiladi          | 1         
satrlarining         | 1         
skanerlarda          | 1         
skanerlashning       | 1         
planshetli           | 1         
kallak               | 1         
nusxaga              | 1         
risolalangan         | 1         
rolikli              | 1         
avtomatlashtirilgandir | 1         
skanerlanadigan      | 1         
videokiritish        | 1         
videoqamrash         | 1         
grabber              | 1         
videomagnitofondan   | 1         
kuchaytirgichli      | 1         
kolonkali            | 1         
videoekranli         | 1         
videoqabul           | 1         
naushnik             | 1         
kishtchalar          | 1         
mantikiy             | 1         
bitning              | 1         
alternativalari      | 1         
kombinasiyalar       | 1         
baytlarga            | 1         
qurilmasidagi        | 1         
baytlarning          | 1         
baytda               | 1         
birlar               | 1         
yacheykaning         | 1         
baytning             | 1         
beringki             | 1         
turgandagina         | 1         
yoqilganda           | 1         
makerda              | 1         
ishlami              | 1         
illustratsiyalarni   | 1         
illustratsiyalar     | 1         
aniqlashimiz         | 1         
makei                | 1         
to'rtburchaklarni    | 1         
chizishimiz          | 1         
muharrirlarda        | 1         
chizmalardan         | 1         
ramkaga              | 1         
bajarisn             | 1         
tuzilgandir          | 1         
muharriridan         | 1         
write                | 1         
tahririash           | 1         
muharririning        | 1         
kengroqdir           | 1         
moslashtirilgandir   | 1         
tekshitruvchi        | 1         
tuzatishdan          | 1         
tuzatilgan           | 1         
muharririga          | 1         
kolontitul           | 1         
yozilganidan         | 1         
saqlanmoqchi         | 1         
tabulatsiya          | 1         
simvollarining       | 1         
karetkani            | 1         
qayrish              | 1         
shriftga             | 1         
printemi             | 1         
matnii               | 1         
clipboard            | 1         
simvolining          | 1         
simvollarga          | 1         
paragraflarni        | 1         
qo'shtirnoqlar       | 1         
tire                 | 1         
alifbening           | 1         
make                 | 1         
bosaladi             | 1         
kirishamiz           | 1         
sahifalarining       | 1         
razreshenie          | 1         
klaviyatura          | 1         
avtomatida           | 1         
dosument             | 1         
compose              | 1         
fordamida            | 1         
teruvchi             | 1         
avtomatdan           | 1         
bo'gach              | 1         
recent               | 1         
publications         | 1         
poslednie            | 1         
publikatsii          | 1         
ochishimiz           | 1         
surilish             | 1         
ctrlklavishlarini    | 1         
o'ngroqdagi          | 1         
guides               | 1         
rulers               | 1         
napravlyayushie      | 1         
chizg'ichdagi        | 1         
preferences          | 1         
ustanovki            | 1         
shablonsahifalarda   | 1         
elementlai           | 1         
shablonsahifa        | 1         
piktogrammasida      | 1         
turiisa              | 1         
akslanadi            | 1         
bosiisa              | 1         
kattaiashtirilgan    | 1         
lupali               | 1         
kattalashaveradi     | 1         
kichiklashtirib      | 1         
klavishlari          | 1         
chiqansh             | 1         
tavsiyanomasinmg     | 1         
pointer              | 1         
ishlatladi           | 1         
rotating             | 1         
cropping             | 1         
perpendikular        | 1         
constrained          | 1         
rectangle            | 1         
turilsa              | 1         
ko'pburchaklar       | 1         
magnifying           | 1         
klaviaturachadir     | 1         
formatlashdir        | 1         
formatlanadigan      | 1         
siljitib             | 1         
hammasigacha         | 1         
klavishsasini        | 1         
bo'lakning           | 1         
klaviaturalardan     | 1         
belglangan           | 1         
tavsiyanomasihing    | 1         
shriftlaming         | 1         
garnituraning        | 1         
atributlarini        | 1         
ipecification        | 1         
garniturasining      | 1         
interlinyajni        | 1         
simvollarning        | 1         
kerning              | 1         
treking              | 1         
alignment            | 1         
viklyuchka           | 1         
tavsiyanomasidan     | 1         
joylashgandir        | 1         
o'rnatishimiz        | 1         
abzasning            | 1         
belgilashimiz        | 1         
o'tiluvchi           | 1         
fonmatlashimiz       | 1         
rakli                | 1         
rounded              | 1         
corners              | 1         
burchaklarining      | 1         
lochiladigan         | 1         
asbobidan            | 1         
gorizontaliga        | 1         
obyektnmg            | 1         
chegaralab           | 1         
burchaklardagi       | 1         
bii                  | 1         
punktgacha           | 1         
shtrixli             | 1         
shaklning            | 1         
fill                 | 1         
tavsiyanomasida      | 1         
almashtirmoqchi      | 1         
place                | 1         
awal                 | 1         
taysiyanomasining    | 1         
originalni           | 1         
buyru                | 1         
g'idan               | 1         
snu                  | 1         
xotirad              | 1         
xasi                 | 1         
printcrda            | 1         
tasturlar            | 1         
printers             | 1         
papkasidagi          | 1         
garnituralarini      | 1         
moslashtiruvchi      | 1         
properties           | 1         
always               | 1         
use                  | 1         
shriftlaridan        | 1         
pereklyuchatel'      | 1         
shriftlarini         | 1         
outline              | 1         
satrini              | 1         
knopkalarning        | 1         
birita               | 1         
qo'g'oz              | 1         
sablonning           | 1         
sablonlardan         | 1         
sablon               | 1         
to'ldirilganda       | 1         
pechatga             | 1         
shoblonlar           | 1         
yacheykalardagi      | 1         
umumlashgani         | 1         
shablondagi          | 1         
kenglikni            | 1         
yachayka             | 1         
varaqdan             | 1         
aktivlashtirishuchun | 1         
qoraytiriladi        | 1         
yacheykalaridagi     | 1         
uzgarib              | 1         
yuklanganda          | 1         
baytdan              | 1         
unlab                | 1         
ukishga              | 1         
kengaytmasi          | 1         
nomdan               | 1         
ekanliligini         | 1         
kengaytmaga          | 1         
kerakliligini        | 1         
exe                  | 1         
kengaytmali          | 1         
txt                  | 1         
doc                  | 1         
kengaytmalarini      | 1         
jamlagichlar         | 1         
disketalar           | 1         
yurituvchisining     | 1         
hotirasiga           | 1         
vinchesterning       | 1         
disketada            | 1         
vinchesterga         | 1         
qo'yilmaguncha       | 1         
cdrom                | 1         
bo'linmasa           | 1         
papkada              | 1         
qurilmalaridir       | 1         
ta'minotsiz          | 1         
atalishini           | 1         
aplication           | 1         
program              | 1         
paskage              | 1         
dasturchining        | 1         
sdt                  | 1         
tarmoqining          | 1         
baze                 | 1         
kengaytiruvchi       | 1         
urinlar              | 1         
ulangach             | 1         
magnitofondan        | 1         
uzgardi              | 1         
kamaytirdi           | 1         
dotlar               | 1         
xotirasidan          | 1         
versiyasigacha       | 1         
dosda                | 1         
bajarilar            | 1         
yakkaxol             | 1         
yig'imida            | 1         
o'rnatganda          | 1         
uyinlarni            | 1         
winrar               | 1         
winarj               | 1         
winzip               | 1         
qo'llaniladigani     | 1         
qo'llanishidir       | 1         
muldimediya          | 1         
bichimlashtiruvchi   | 1         
fil'mlar             | 1         
rejalovchi           | 1         
rejalashtiruvchi     | 1         
tuzuvchi             | 1         
ifodaga              | 1         
imitasiya            | 1         
betlarga             | 1         
interpretatorlar     | 1         
kodidagi             | 1         
makroassembler       | 1         
masm                 | 1         
cutt                 | 1         
edition              | 1         
kompilyatori         | 1         
tezkoq               | 1         
loyixalash           | 1         
taxlilchilar         | 1         
yo'nalishdir         | 1         
chegaralangandir     | 1         
fragmentini          | 1         
olishligi            | 1         
bilishligidadir      | 1         
yengillashtirishdan  | 1         
daraxtini            | 1         
komandalarini        | 1         
qobiqlardan          | 1         
papkalarni           | 1         
o'chiradilar         | 1         
nomlaydi             | 1         
shiqirlatish         | 1         
menyisidan           | 1         
baytlarda            | 1         
panelga              | 1         
zagalovki            | 1         
tabulyator           | 1         
sozlashda            | 1         
kengaytmalarni       | 1         
o'lchanining         | 1         
bitgasini            | 1         
qobiqda              | 1         
so'zlangan           | 1         
rasmsiz              | 1         
diagrammasiz         | 1         
yangilar             | 1         
maksimallashtirilgan | 1         
distributivni        | 1         
boo'lmagan           | 1         
superkompyuterlardan | 1         
taqsimlovchi         | 1         
qismlaridandir       | 1         
unixda               | 1         
beruxsat             | 1         
stabillik            | 1         
distributivdan       | 1         
vista                | 1         
longhorn             | 1         
otlarda              | 1         
keltirishdir         | 1         
foydlanuvchilar      | 1         
yechmasa             | 1         
hakozo               | 1         
katologlar           | 1         
bezagi               | 1         
maxsulotning         | 1         
bus                  | 1         
versiyalardan        | 1         
qidiruvini           | 1         
ghz                  | 1         
disqlar              | 1         
zaruriyatga          | 1         
yorliqlarini         | 1         
tashlaysiz           | 1         
ochistit'            | 1         
korzinu              | 1         
rujjat               | 1         
piktogrammasi        | 1         
indiqatorida         | 1         
alifbolar            | 1         
o'chishingiz         | 1         
qirilcha             | 1         
nachnite             | 1         
rabotu               | 1         
najatiya             | 1         
etoy                 | 1         
knopki               | 1         
xarakatlantirganingizda | 1         
ro'yxatidir          | 1         
tanlaganingizda      | 1         
zaxoti               | 1         
bajarilayotganini    | 1         
faollashmagani       | 1         
dokumenti            | 1         
upravleniya          | 1         
ehtiyojlaringizga    | 1         
faksi                | 1         
o'lchamlarda         | 1         
masalar              | 1         
belgida              | 1         
menyui               | 1         
o'zgartiriuvchi      | 1         
sarlavhasidan        | 1         
qoplamagan           | 1         
svernut'             | 1         
piktogramma          | 1         
penilaga             | 1         
vosstanovit'         | 1         
kattalashtirlgan     | 1         
kompyuterim          | 1         
picture              | 1         
manager              | 1         
dispetcheri          | 1         
vosstanovlenie       | 1         
prilojeniy           | 1         
soxraneniya          | 1         
nastroek             | 1         
kompyuteringiz       | 1         
outlookni            | 1         
printeringiz         | 1         
publisherni          | 1         
officeni             | 1         
kitobli              | 1         
protsessoridir       | 1         
amalli               | 1         
darchadek            | 1         
ishlatilatilishini   | 1         
chizg'ichlar         | 1         
yozilishini          | 1         
siljitgichlar        | 1         
tasmadagi            | 1         
uchburchaklar        | 1         
foydaniladi          | 1         
siljitgichning       | 1         
tugmachalarning      | 1         
chetdagisi           | 1         
tugmachalari         | 1         
buferida             | 1         
buferi               | 1         
vernut'              | 1         
panyelini            | 1         
nepechataemie        | 1         
stil'                | 1         
polujirniy           | 1         
ko'rini              | 1         
podcherknutiy        | 1         
tsentru              | 1         
pravomu              | 1         
shirine              | 1         
numeratsiya          | 1         
umenshit'            | 1         
uvelichit'           | 1         
mejdustrochniy       | 1         
narisovat'           | 1         
tolshina             | 1         
o'lchmini            | 1         
vneshnie             | 1         
satrni               | 1         
edinit'              | 1         
razbit'              | 1         
sverxu               | 1         
taqaydi              | 1         
tsentrirovat'        | 1         
vertikali            | 1         
visotu               | 1         
strok                | 1         
shirinu              | 1         
stolbtsov            | 1         
enini                | 1         
napravlenie          | 1         
yonalishini          | 1         
zerkalnie            | 1         
knijnaya             | 1         
albomnaya            | 1         
qo'llasangiz         | 1         
faollashtirib        | 1         
kiritmaguningizcha   | 1         
o'zgarmasdan         | 1         
bumagi               | 1         
bichimli             | 1         
yonuvchi             | 1         
kursorga             | 1         
yetilganda           | 1         
hatolarga            | 1         
to'g'rilanganda      | 1         
polojenie            | 1         
joylanish            | 1         
viravnenie           | 1         
pervoy               | 1         
stranitse            | 1         
darchasiga           | 1         
cheklanganligiga     | 1         
terayotganingizda    | 1         
yoqilganida          | 1         
berilmaguncha        | 1         
uchburchakni         | 1         
indiqatori           | 1         
abzats               | 1         
buyrugidir           | 1         
emnaya               | 1         
drugaya              | 1         
naqshning            | 1         
soxraninie           | 1         
joylanishini         | 1         
uvelichenie          | 1         
lupadagi             | 1         
kattalashishini      | 1         
kichiklashishini     | 1         
odna                 | 1         
neskolko             | 1         
chizg'ichni          | 1         
sokratit'            | 1         
stranitsu            | 1         
fragment             | 1         
vo                   | 1         
ves                  | 1         
ekrandan             | 1         
sozlashi             | 1         
yaratilagn           | 1         
bog'lashdir          | 1         
gipersslika          | 1         
to'ridan             | 1         
bosilishiga          | 1         
yo'llanmaga          | 1         
giperssilkaga        | 1         
oddiyligidir         | 1         
giperssilkalar       | 1         
hyper                | 1         
faylida              | 1         
dasturlarsiz         | 1         
umumman              | 1         
sahifamizni          | 1         
giperssilkani        | 1         
dobavlenie           | 1         
sichqanchaning       | 1         
giperssilkali        | 1         
fayla                | 1         
panel'               | 1         
avtofiguralar        | 1         
skanerda             | 1         
avtofiguri           | 1         
avtoshakllar         | 1         
shaklli              | 1         
yulduzchalar         | 1         
bayroqchalar         | 1         
buyrug'idagi         | 1         
izmenenie            | 1         
nadpisi              | 1         
o'lchamlarni         | 1         
o'zgartiring         | 1         
vibor                | 1         
ektov                | 1         
pryamougol'nik       | 1         
nadpis'              | 1         
zalivki              | 1         
shrifti              | 1         
shtrixa              | 1         
strelki              | 1         
teni                 | 1         
obema                | 1         
kollektsiyasini      | 1         
konvertlar           | 1         
virovnyat            | 1         
bukvi                | 1         
visote               | 1         
tugmachalardan       | 1         
edenit               | 1         
razdelit'            | 1         
nechtaga             | 1         
bulinishi            | 1         
katakchalaridagi     | 1         
saralanadigan        | 1         
ustunda              | 1         
avtosumma            | 1         
stanford             | 1         
imkoniyatliligi      | 1         
lamporl              | 1         
ams                  | 1         
matematigi           | 1         
latexning            | 1         
article              | 1         
patn                 | 1         
letter               | 1         
basicda              | 1         
tayor                | 1         
muharririnikiga      | 1         
sarlahasi            | 1         
tarafidagi           | 1         
xarakatlantiriladi   | 1         
visota               | 1         
satrdagi             | 1         
boyini               | 1         
varag'idan           | 1         
udalenie             | 1         
yacheek              | 1         
list'                | 1         
modulus              | 1         
planetariy           | 1         
sharoitli            | 1         
olislarda            | 1         
madellashtirish      | 1         
tasvirlaydigan       | 1         
kattaliklarni        | 1         
inshooatlarini       | 1         
magistrallarini      | 1         
hisoblarning         | 1         
tajribatadqiqot      | 1         
ko'rsataylik         | 1         
otkritie             | 1         
otkrit               | 1         
yozladigan           | 1         
digramma             | 1         
shundun              | 1         
tsvetovie            | 1         
sxemi                | 1         
animatsii            | 1         
skanerdir            | 1         
fotokameralarning    | 1         
fotoapparatlardan    | 1         
fotoplyonkaga        | 1         
tushirilmaydi        | 1         
fotokamera           | 1         
mikrosxemalariga     | 1         
kabel'               | 1         
ketlikdagi           | 1         
takdim               | 1         
nografik             | 1         
chizishdan           | 1         
o'lchaminigina       | 1         
echimi               | 1         
loyihachilari        | 1         
grafikasisiz         | 1         
nuktalar             | 1         
kattalashishi        | 1         
illyustrasiyalarni   | 1         
ishlatishdagi        | 1         
qiluvchisi           | 1         
jurlanistlarning     | 1         
oshirishlarida       | 1         
anikroq              | 1         
olishidir            | 1         
bog'liqsiz           | 1         
berilishidir         | 1         
murakkablari         | 1         
kesma                | 1         
prizma               | 1         
uchburchakdan        | 1         
foydalanibgina       | 1         
agentliklarida       | 1         
byurolarida          | 1         
illusator            | 1         
masromedia           | 1         
rreehand             | 1         
drawlarni            | 1         
draw                 | 1         
kompozitsiyalarni    | 1         
loyishalash          | 1         
kompozisiyalarni     | 1         
tashrir              | 1         
saqlanmaydi          | 1         
tenglamalargina      | 1         
tenglamalarga        | 1         
oily                 | 1         
yozilsa              | 1         
tenglamalariga       | 1         
chizishi             | 1         
mathcadning          | 1         
ko'shimchalar        | 1         
imkoniyatlaridangina | 1         
foydalanadilanadilar | 1         
dastursini           | 1         
yashiringanlidan     | 1         
uskunani             | 1         
yaqinlashtirilsa     | 1         
tugmachaga           | 1         
volshebnoy           | 1         
palochke             | 1         
odnoy                | 1         
stolbtsa             | 1         
chetlari             | 1         
kvadratchalardan     | 1         
kvadratchalar        | 1         
peremestit           | 1         
peremehenie          | 1         
mnogougolnaya        | 1         
belgilashdi          | 1         
magnitnoe            | 1         
aerografga           | 1         
brushes              | 1         
buyoq                | 1         
cho'tkalarining      | 1         
klona                | 1         
kisti                | 1         
tugmadan             | 1         
tavsvirni            | 1         
yoqinlik             | 1         
ogrubenie            | 1         
xiralashadi          | 1         
chayqaltirib         | 1         
poddelka             | 1         
yorqinlashadi        | 1         
aktivlashtirib       | 1         
masshtabirovaniya    | 1         
kichrayadi           | 1         
strl                 | 1         
klavishalari         | 1         
sostoyaniya          | 1         
sonlarda             | 1         
tsvetopodborshik     | 1         
picker               | 1         
tavsvir              | 1         
pereklyuchenie       | 1         
tsvetov              | 1         
tsveta               | 1         
niqoblanmagan        | 1         
niqobga              | 1         
niqoblanadi          | 1         
standartnoe          | 1         
orttiriladi          | 1         
kattalashtirishga    | 1         
tarkorlashga         | 1         
dastursidagi         | 1         
tahrirlashingiz      | 1         
nomlagandan          | 1         
resord               | 1         
amallarinigizni      | 1         
amallaringizni       | 1         
vipolnenie           | 1         
avtomatnk            | 1         
dublikat             | 1         
maneyusidan          | 1         
o'lchovlari          | 1         
darchani             | 1         
tuzilayotgan         | 1         
soxranenie           | 1         
bmp                  | 1         
ditmap               | 1         
bitovaya             | 1         
paint                | 1         
joint                | 1         
phonographic         | 1         
experts              | 1         
siqilganda           | 1         
egallamaydi          | 1         
tagged               | 1         
image                | 1         
gif                  | 1         
graphics             | 1         
interchage           | 1         
graficheskogo        | 1         
obmena               | 1         
asbobidagi           | 1         
asbobida             | 1         
pipetka              | 1         
darchasidan          | 1         
razryadli            | 1         
monitorda            | 1         
rgv                  | 1         
smyk                 | 1         
zangor               | 1         
ko'zimizga           | 1         
bosmaxonalarda       | 1         
aralashmasidan       | 1         
qopa                 | 1         
yorqinlari           | 1         
monitordagi          | 1         
cmyksitemasiga       | 1         
sozlangan            | 1         
almashtirguncha      | 1         
etqazib              | 1         
izobrajenie          | 1         
smuk                 | 1         
pryamaugol'niy       | 1         
jamlanganda          | 1         
udulit'              | 1         
gorizontal'niy       | 1         
tuzush               | 1         
figuralar            | 1         
palitrada            | 1         
kamalagi             | 1         
imkonyatini          | 1         
palitradagi          | 1         
illyustrasiyaning    | 1         
konfigurasiyasini    | 1         
konturning           | 1         
tugunini             | 1         
pastida              | 1         
ukazatel             | 1         
tugun                | 1         
tanishtiriladigan    | 1         
chizilsa             | 1         
to'rtburchakga       | 1         
to'rtburchakni       | 1         
burchaklarini        | 1         
kantur               | 1         
buyruqga             | 1         
ellipslarga          | 1         
birchakka            | 1         
uskunasining         | 1         
kvadratcha           | 1         
tugatishini          | 1         
effektdan            | 1         
effektni             | 1         
kunasining           | 1         
vidavlevanie         | 1         
ketlida              | 1         
jadvallaridan        | 1         
mathematica          | 1         
maple                | 1         
gauss                | 1         
reduse               | 1         
eureka               | 1         
dasturlashning       | 1         
bira                 | 1         
ifodani              | 1         
qurollanganki        | 1         
pratseduralarni      | 1         
chaqirmasdan         | 1         
algebraic            | 1         
koshi                | 1         
hosilali             | 1         
interpolyatsiya      | 1         
ekstrapolyatsiya     | 1         
approksimatsiya      | 1         
bog'liqlikning       | 1         
formulalarga         | 1         
o'zgarmaslarga       | 1         
paketida             | 1         
tenglamarni          | 1         
cheklanibgina        | 1         
fizikaviy            | 1         
maslalarni           | 1         
static               | 1         
mathsoft             | 1         
apps                 | 1         
ketmaketligidan      | 1         
matrisaviy           | 1         
cho'ntakka           | 1         
gtafikni             | 1         
paragraf             | 1         
fur'ye               | 1         
laplas               | 1         
pomosh'              | 1         
oc                   | 1         
hish                 | 1         
formatlarda          | 1         
yozishimiz           | 1         
matnimiz             | 1         
formatting           | 1         
tomonlarida          | 1         
hujjatidan           | 1         
grafikdan            | 1         
punktirlangan        | 1         
v'rezat              | 1         
kokrdinatalarni      | 1         
koordinatalarga      | 1         
koordinalarda        | 1         
teksliklarda         | 1         
filter               | 1         
oraqali              | 1         
object               | 1         
toppish              | 1         
region               | 1         
talnlash             | 1         
crossing             | 1         
obyekni              | 1         
rotate               | 1         
scale                | 1         
oynaviy              | 1         
masshtabni           | 1         
kattalashtiradi      | 1         
kichraytiradi        | 1         
orbit                | 1         
modify               | 1         
tiplari              | 1         
muommalardan         | 1         
zamonviy             | 1         
razmerda             | 1         
betlab               | 1         
oynoma               | 1         
broshuralar          | 1         
maketlash            | 1         
tayyorlangach        | 1         
rizograflarning      | 1         
rizograflardan       | 1         
mashinka             | 1         
unuting              | 1         
rotariatda           | 1         
rizograflarda        | 1         
muqovalovchi         | 1         
broshuralovchi       | 1         
plyonkalarni         | 1         
quarkxpress          | 1         
postscript           | 1         
quark                | 1         
afzalligidir         | 1         
lahjasi              | 1         
simvolini            | 1         
nashrni              | 1         
operatsiyalami       | 1         
avtomatlashtirishdir | 1         
tejalishidir         | 1         
ma'quldir            | 1         
kompyutei            | 1         
chiqarilgunga        | 1         
qissasingizda        | 1         
rezyumelaridan       | 1         
nominatsiyada        | 1         
rezyumeda            | 1         
dovuddan             | 1         
zavqlanadigan        | 1         
shablonni            | 1         
hikoyadan            | 1         
hamjamiyatimizga     | 1         
g'oliblaridan        | 1         
professionalligimiz  | 1         
mijozlarimizni       | 1         
yuklangandan         | 1         
ko'chirishimiz       | 1         
effektliroq          | 1         
muharrirlarining     | 1         
slaydlarning         | 1         
ko'rinishlardan      | 1         
pustaya              | 1         
natigada             | 1         
panelning            | 1         
muharrirning         | 1         
effektlarda          | 1         
mo'lgallangan        | 1         
taqrizlash           | 1         
slaydlarda           | 1         
imloni               | 1         
ramkani              | 1         
assortimentdan       | 1         
masshtablar          | 1         
ko'rsatmani          | 1         
saytlardagi          | 1         
kontentingizning     | 1         
kompozitsiyangizni   | 1         
videongizni          | 1         
materiallardanfoydalanishingiz | 1         
nutqlar              | 1         
faollashtiradigan    | 1         
bezatiladi           | 1         
yorlig'idan          | 1         
boshlaganligi        | 1         
taqdimotga           | 1         
o'tishlarning        | 1         
kingsoft             | 1         
analoglardan         | 1         
sliderocket          | 1         
piktochart           | 1         
g'oyangiz            | 1         
rejangiz             | 1         
ma'lumotliroq        | 1         
o'zgarmasdir         | 1         
powerpoine           | 1         
ma'ruzangiz          | 1         
nutqingizning        | 1         
so'zlaringizni       | 1         
bloklarini           | 1         
shablonidan          | 1         
shablonlarv          | 1         
bukleti              | 1         
shabloningiz         | 1         
rasmlaringiz         | 1         
chizmalaringiz       | 1         
yechimlaringiz       | 1         
yaxshilaydigan       | 1         
worddagi             | 1         
asosiyini            | 1         
tinchroq             | 1         
saundtrekdan         | 1         
maqbuldir            | 1         
to'xtashingiz        | 1         
balandligingizga     | 1         
akustikasini         | 1         
chalg'itmaydigan     | 1         
musiqaga             | 1         
ritmik               | 1         
intruziv             | 1         
ohanglardan          | 1         
taqdimotingizga      | 1         
ochsangiz            | 1         
effektlarning        | 1         
chiqishingizdan      | 1         
effektlardan         | 1         
slayddan             | 1         
slaydning            | 1         
qilganingizni        | 1         
bosmaydi             | 1         
animatsiyali         | 1         
o'ychan              | 1         
bajarganingizdan     | 1         
solasiz              | 1         
maslahatlarga        | 1         
chizishni            | 1         
photoshopdagi        | 1         
ko'nikmalarim        | 1         
satrlarni            | 1         
yodlash              | 1         
ruhsiz               | 1         
kelganga             | 1         
soyalar              | 1         
aytganlarim          | 1         
flatuicolorpicker    | 1         
rgba                 | 1         
hex                  | 1         
kuler                | 1         
ranglarga            | 1         
tasvirchasini        | 1         
nusxalashingiz       | 1         
colorzilla           | 1         
kamalakka            | 1         
slaydlaringizni      | 1         
loyihalashtiring     | 1         
etishingizga         | 1         
tendentsiyalarni     | 1         
sezishni             | 1         
minimalizmga         | 1         
skrinshotdagi        | 1         
infographics         | 1         
serif                | 1         
qiyinki              | 1         
identifikatsiyani    | 1         
raqobatchilardan     | 1         
blogimning           | 1         
qaerdan              | 1         
cheklamasa           | 1         
ilovangiz            | 1         
yangisida            | 1         
jiddiylik            | 1         
olganingizga         | 1         
tasmasidagi          | 1         
o'zingiznikini       | 1         
yorliqdagi           | 1         
to'g'rilashingiz     | 1         
yozdingiz            | 1         
yorliqda             | 1         
misollarini          | 1         
smartart             | 1         
yorlig'ining         | 1         
joylashtiradigan     | 1         
origami              | 1         
gapirishlari         | 1         
qo'llanmoqchi        | 1         
namunuviy            | 1         
kontentlarni         | 1         
telephonlarda        | 1         
courselab            | 1         
sunravbookoffice     | 1         
easy                 | 1         
quizy                | 1         
mytest               | 1         
crocodile            | 1         
yenka                | 1         
sunravwebclass       | 1         
macromediya          | 1         
audiodarsini         | 1         
telephonlar          | 1         
menyulari            | 1         
doskani              | 1         
lingafon             | 1         
yoritadi             | 1         
foydlanishlari       | 1         
multiproyektor       | 1         
videoproyektor       | 1         
smartphonlar         | 1         
dastutlar            | 1         
kiadi                | 1         
videoproyektorlar    | 1         
uchlarida            | 1         
netbuklar            | 1         
traceboard           | 1         
qalamli              | 1         
sichqonchali         | 1         
klaviaturali         | 1         
qushimcha            | 1         
instruktsiyalari     | 1         
programmalashtirilgan | 1         
mashinasidir         | 1         
avallo               | 1         
kundalikda           | 1         
ketganligida         | 1         
qanoatlantirishidadir | 1         
uchrasada            | 1         
hm                   | 1         
raqamlianalogli      | 1         
bashoratiga          | 1         
trilliardlab         | 1         
sandia               | 1         
asci                 | 1         
eskirayotgan         | 1         
compyuter            | 1         
superkompyuterlarnikiga | 1         
